6500,7800,9300,11100,13300
5700,6500,7400,8400,9500
5500,6100,6800,7600,8500
8500,10200,12240,14688,17626
5500,6600,7900,9500,11400
9000,11000,13500,16000,19000
9500,11400,13680,16416,19699
5500,6300,7200,8200,9300
8500,10200,12240,14688,17626
8000,9500,11500,13500,15800
6500,7300,8200,9200,10300
8500,10200,12240,14688,17626
5500,6600,7900,9500,11400
7500,8500,9500,11000,12500
9500,11400,13680,16416,19699
7000,8000,9500,11000,12500
5000,5500,6050,6655,7320
9000,11000,13500,16500,20000
8500,10200,12240,14688,17626
9500,12000,15000,18500,22500
8800,10560,12672,15206,18247
7000,8000,9200,10500,12000
7500,9000,10800,12960,15552
7500,8000,8500,9000,9500
9000,11000,13500,16500,20000
6000,7200,8600,10300,12360
5000,5500,6100,6800,7600
6200,7100,8300,9500,10900
6000,7200,8640,10368,12441
5500,6300,7200,8200,9300
5000,6000,7200,8640,10368
6500,7300,8200,9200,10200
7000,7800,8700,9700,10800
6500,7300,8200,9200,10300
8500,10200,12240,14688,17626
7200,8500,10000,11750,13800
7500,8500,9500,11000,12500
7500,9000,10800,12960,15552
7500,8500,9800,11200,12800
7500,9000,10800,12960,15552
6500,7350,8250,9200,10300
8500,10200,12240,14688,17626
8500,10200,12240,14688,17626
7500,8500,9600,10800,12200
7800,8900,10200,11600,13200
8500,10200,12240,14688,17625
7500,9000,10800,12960,15552
8000,9600,11520,13824,16589
6500,7800,9300,11100,13300
6000,7200,8600,10300,12300
5500,6600,7900,9500,11400
6500,7200,8000,8800,9600
6000,6700,7500,8400,9400
6200,7100,8200,9500,11000
5000,5500,6100,6800,7600
6800,7900,9200,10700,12400
8000,9900,12200,15000,18500
7500,8500,9700,11000,12500
6800,7900,9200,10700,12400
6200,7100,8200,9500,11000
6500,7200,8000,8900,9900
6500,7200,8000,8800,9600
6000,7200,8600,10200,12100
6000,6700,7500,8400,9300
6300,6800,7350,7950,8600
8500,10200,12240,14688,17625
8500,9800,11200,12800,14600
9500,11400,13680,16416,19699
9500,10800,12300,14000,16000
9500,11400,13700,16440,19730
9500,10800,12300,14000,15900
10000,12000,14500,17500,21000
9500,11400,13680,16416,19699
9500,11400,13700,16440,19730
8500,9700,11100,12700,14500
9000,10800,12960,15552,18662
8500,10200,12240,14688,17625
9500,11400,13680,16416,19699
9500,11400,13680,16416,19699
9500,12000,15000,18500,22500
8500,10200,12240,14690,17630
8500,10200,12240,14688,17626
9000,10800,12960,15552,18662
7500,8500,9500,11000,12500
7000,8000,9500,11250,13000
9500,11400,13680,16416,19699
8500,10200,12400,15000,18000
8000,9600,11520,13824,16589
8500,10200,12240,14688,17626
6500,7200,8000,8800,9600
6000,7500,9500,12000,15000
5900,6400,7000,7650,8350
6500,7200,8000,8800,9600
6200,7100,8150,9300,10600
6000,7200,8600,10300,12300
7500,9000,10800,12960,15552
7600,8700,9900,11300,12900
6200,7100,8150,9350,10700
7000,8500,10500,12500,15000
7000,8500,10500,12500,15000
