Name,Gender,Department,Age,Low_Value_Tasks,High_Value_Tasks,Performance,Leadership_Tasks
1,S,Sales,22,1,1,B,1
2,S,Marketing,22,1,1,B,1
3,S,Marketing,22,1,1,B,1
4,S,Engineering,22,1,1,B,1
5,S,IT Support,22,1,1,B,1
6,S,Data Science,22,1,1,B,1
7,S,Software Engineering,22,1,1,B,1
8,S,Operations,22,1,1,B,1
9,S,Business Intelligence,22,1,1,B,1
10,S,Product Management,22,1,1,B,1
11,S,Quality Assurance,22,1,1,B,1
12,S,Research & Development,22,1,1,B,1
13,S,Customer Success,22,1,1,B,1
14,S,Infrastructure,22,1,1,B,1
15,S,Cloud Engineering,22,1,1,B,1
16,S,Systems Administration,22,1,1,B,1
17,S,Technical Support,22,1,1,B,1
18,S,DevOps,22,1,1,B,1
19,S,Frontend Development,22,1,1,B,1
20,S,Backend Development,22,1,1,B,1
21,S,Mobile Development,22,1,1,B,1
22,S,UX Design,22,1,1,B,1
23,S,UI Design,22,1,1,B,1
24,S,Database Administration,22,1,1,B,1
25,S,Network Security,22,1,1,B,1
26,S,Logistics,22,1,1,B,1
27,S,Facilities Management,22,1,1,B,1
28,S,Supply Chain,22,1,1,B,1
29,S,Procurement,22,1,1,B,1
30,S,Inventory Management,22,1,1,B,1
31,S,Office Administration,22,1,1,B,1
32,S,Asset Management,22,1,1,B,1
33,S,Finance,22,1,1,B,1
34,S,Accounting,22,1,1,B,1
35,S,Legal,22,1,1,B,1
36,S,Compliance,22,1,1,B,1
37,S,Risk Management,22,1,1,B,1
38,S,Internal Audit,22,1,1,B,1
39,S,Treasury,22,1,1,B,1
40,S,Tax,22,1,1,B,1
41,S,Business Development,22,1,1,B,1
42,S,Strategic Planning,22,1,1,B,1
43,S,Corporate Development,22,1,1,B,1
44,S,Project Management,22,1,1,B,1
45,S,Program Management,22,1,1,B,1
46,S,Portfolio Management,22,1,1,B,1
47,S,Change Management,22,1,1,B,1
48,S,Innovation,22,1,1,B,1
49,S,Digital Marketing,22,1,1,B,1
50,S,Content Marketing,22,1,1,B,1
51,S,Social Media,22,1,1,B,1
52,S,Brand Management,22,1,1,B,1
53,S,Public Relations,22,1,1,B,1
54,S,Corporate Communications,22,1,1,B,1
55,S,Events Management,22,1,1,B,1
56,S,Market Research,22,1,1,B,1
57,S,Competitive Analysis,22,1,1,B,1
58,S,Customer Intelligence,22,1,1,B,1
59,S,Product Marketing,22,1,1,B,1
60,S,Partner Marketing,22,1,1,B,1
61,S,Growth Marketing,22,1,1,B,1
62,S,Performance Marketing,22,1,1,B,1
63,S,Email Marketing,22,1,1,B,1
64,S,SEO Optimization,22,1,1,B,1
65,S,SEM Management,22,1,1,B,1
66,S,Analytics Engineering,22,1,1,B,1
67,S,Data Engineering,22,1,1,B,1
68,S,Machine Learning,22,1,1,B,1
69,S,AI Development,22,1,1,B,1
70,S,Blockchain Development,22,1,1,B,1
71,S,Cloud Architecture,22,1,1,B,1
72,S,Systems Architecture,22,1,1,B,1
73,S,Network Architecture,22,1,1,B,1
74,S,Security Architecture,22,1,1,B,1
75,S,Information Security,22,1,1,B,1
76,S,Application Security,22,1,1,B,1
77,S,Security Operations,22,1,1,B,1
78,S,Cyber Security,22,1,1,B,1
79,S,Security Engineering,22,1,1,B,1
80,S,Penetration Testing,22,1,1,B,1
81,S,Security Analysis,22,1,1,B,1
82,S,Incident Response,22,1,1,B,1
83,S,Threat Intelligence,22,1,1,B,1
84,S,Risk Assessment,22,1,1,B,1
85,S,Compliance Audit,22,1,1,B,1
86,S,Security Architecture,22,1,1,B,1
87,S,Identity Management,22,1,1,B,1
88,S,Access Management,22,1,1,B,1
89,S,Security Governance,22,1,1,B,1
90,S,Security Training,22,1,1,B,1
91,S,Documentation,22,1,1,B,1
92,S,Technical Writing,22,1,1,B,1
93,S,Knowledge Management,22,1,1,B,1
94,S,Learning Development,22,1,1,B,1
95,S,Training Coordination,22,1,1,B,1
96,S,Organizational Development,22,1,1,B,1
97,S,Talent Management,22,1,1,B,1
98,S,Recruitment,22,1,1,B,1
99,S,Talent Acquisition,22,1,1,B,1
100,S,Employee Relations,22,1,1,B,1
