Name,Gender,Department,Age,Low_Value_Tasks,High_Value_Tasks,Performance,Leadership_Tasks
1,Z,Sales,30,1,4,A,5
2,Z,Marketing,30,1,5,S,5
3,Z,Marketing,30,2,3,B,3
4,Z,Engineering,30,0,5,S,5
5,Z,IT Support,30,3,3,B,2
6,Z,Data Science,30,0,5,S,5
7,Z,Software Engineering,30,1,5,S,5
8,Z,Operations,30,2,4,A,4
9,Z,Business Intelligence,30,1,5,S,5
10,Z,Product Management,30,0,5,S,5
11,Z,Quality Assurance,30,2,4,A,4
12,Z,Research & Development,30,0,5,S,5
13,Z,Customer Success,30,2,4,A,4
14,Z,Infrastructure,30,1,5,S,5
15,Z,Cloud Engineering,30,0,5,S,5
16,Z,Systems Administration,30,2,4,A,4
17,Z,Technical Support,30,3,3,B,2
18,Z,DevOps,30,1,5,S,5
19,Z,Frontend Development,30,1,5,S,4
20,Z,Backend Development,30,0,5,S,5
21,Z,Mobile Development,30,1,4,A,4
22,Z,UX Design,30,1,5,S,5
23,Z,UI Design,30,2,4,A,4
24,Z,Database Administration,30,1,5,S,5
25,Z,Network Security,30,0,5,S,5
26,Z,Logistics,30,2,4,A,4
27,Z,Facilities Management,30,3,3,B,2
28,Z,Supply Chain,30,1,5,S,5
29,Z,Procurement,30,2,4,A,4
30,Z,Inventory Management,30,3,3,B,2
31,Z,Office Administration,30,3,3,B,2
32,Z,Asset Management,30,2,4,A,4
33,Z,Finance,30,0,5,S,5
34,Z,Accounting,30,2,4,A,4
35,Z,Legal,30,0,5,S,5
36,Z,Compliance,30,0,5,S,5
37,Z,Risk Management,30,0,5,S,5
38,Z,Internal Audit,30,1,5,S,5
39,Z,Treasury,30,0,5,S,5
40,Z,Tax,30,1,5,S,5
41,Z,Business Development,30,0,5,S,5
42,Z,Strategic Planning,30,0,5,S,5
43,Z,Corporate Development,30,0,5,S,5
44,Z,Project Management,30,1,5,S,5
45,Z,Program Management,30,0,5,S,5
46,Z,Portfolio Management,30,0,5,S,5
47,Z,Change Management,30,1,5,S,5
48,Z,Innovation,30,0,5,S,5
49,Z,Digital Marketing,30,1,5,S,5
50,Z,Content Marketing,30,2,4,A,4
51,Z,Social Media,30,2,4,A,4
52,Z,Brand Management,30,1,5,S,5
53,Z,Public Relations,30,1,5,S,5
54,Z,Corporate Communications,30,1,5,S,5
55,Z,Events Management,30,2,4,A,4
56,Z,Market Research,30,1,5,S,5
57,Z,Competitive Analysis,30,0,5,S,5
58,Z,Customer Intelligence,30,1,5,S,5
59,Z,Product Marketing,30,0,5,S,5
60,Z,Partner Marketing,30,1,5,S,5
61,Z,Growth Marketing,30,0,5,S,5
62,Z,Performance Marketing,30,1,5,S,5
63,Z,Email Marketing,30,2,4,A,4
64,Z,SEO Optimization,30,1,5,S,5
65,Z,SEM Management,30,1,5,S,5
66,Z,Analytics Engineering,30,0,5,S,5
67,Z,Data Engineering,30,0,5,S,5
68,Z,Machine Learning,30,0,5,S,5
69,Z,AI Development,30,0,5,S,5
70,Z,Blockchain Development,30,0,5,S,5
71,Z,Cloud Architecture,30,0,5,S,5
72,Z,Systems Architecture,30,0,5,S,5
73,Z,Network Architecture,30,0,5,S,5
74,Z,Security Architecture,30,0,5,S,5
75,Z,Information Security,30,0,5,S,5
76,Z,Application Security,30,0,5,S,5
77,Z,Security Operations,30,0,5,S,5
78,Z,Cyber Security,30,0,5,S,5
79,Z,Security Engineering,30,0,5,S,5
80,Z,Penetration Testing,30,0,5,S,5
81,Z,Security Analysis,30,0,5,S,5
82,Z,Incident Response,30,0,5,S,5
83,Z,Threat Intelligence,30,0,5,S,5
84,Z,Risk Assessment,30,0,5,S,5
85,Z,Compliance Audit,30,0,5,S,5
86,Z,Security Architecture,30,0,5,S,5
87,Z,Identity Management,30,0,5,S,5
88,Z,Access Management,30,0,5,S,5
89,Z,Security Governance,30,0,5,S,5
90,Z,Security Training,30,1,5,S,5
91,Z,Documentation,30,2,4,A,4
92,Z,Technical Writing,30,1,5,S,5
93,Z,Knowledge Management,30,1,5,S,5
94,Z,Learning Development,30,1,5,S,5
95,Z,Training Coordination,30,2,4,A,4
96,Z,Organizational Development,30,0,5,S,5
97,Z,Talent Management,30,0,5,S,5
98,Z,Recruitment,30,0,5,S,5
99,Z,Talent Acquisition,30,0,5,S,5
100,Z,Employee Relations,30,1,5,S,5
