Name,Gender,Department,Age,Low_Value_Tasks,High_Value_Tasks,Performance,Leadership_Tasks
1,S,Sales,30,1,4,A,4
2,S,Marketing,30,1,4,S,5
3,S,Marketing,30,2,3,B,2
4,S,Engineering,30,0,5,S,5
5,S,IT Support,30,2,3,B,2
6,S,Data Science,30,1,4,S,5
7,S,Software Engineering,30,0,5,S,5
8,S,Operations,30,1,4,A,4
9,S,Business Intelligence,30,0,5,S,5
10,S,Product Management,30,0,5,S,5
11,S,Quality Assurance,30,2,3,B,3
12,S,Research & Development,30,0,5,S,5
13,S,Customer Success,30,1,4,A,5
14,S,Infrastructure,30,1,4,S,5
15,S,Cloud Engineering,30,0,5,S,5
16,S,Systems Administration,30,1,4,A,4
17,S,Technical Support,30,2,3,B,2
18,S,DevOps,30,0,5,S,5
19,S,Frontend Development,30,0,5,S,5
20,S,Backend Development,30,0,5,S,5
21,S,Mobile Development,30,0,5,S,5
22,S,UX Design,30,0,5,A,4
23,S,UI Design,30,1,4,A,4
24,S,Database Administration,30,1,4,S,5
25,S,Network Security,30,0,5,S,5
26,S,Logistics,30,1,4,A,4
27,S,Facilities Management,30,2,3,B,2
28,S,Supply Chain,30,1,4,S,5
29,S,Procurement,30,1,4,A,3
30,S,Inventory Management,30,2,3,B,2
31,S,Office Administration,30,2,3,B,2
32,S,Asset Management,30,1,4,A,4
33,S,Finance,30,0,5,S,5
34,S,Accounting,30,1,4,A,4
35,S,Legal,30,0,5,S,5
36,S,Compliance,30,1,4,S,5
37,S,Risk Management,30,0,5,S,5
38,S,Internal Audit,30,1,4,A,4
39,S,Treasury,30,1,4,S,5
40,S,Tax,30,1,4,A,4
41,S,Business Development,30,0,5,S,5
42,S,Strategic Planning,30,0,5,S,5
43,S,Corporate Development,30,0,5,S,5
44,S,Project Management,30,0,5,S,5
45,S,Program Management,30,0,5,S,5
46,S,Portfolio Management,30,0,5,S,5
47,S,Change Management,30,0,5,S,5
48,S,Innovation,30,0,5,S,5
49,S,Digital Marketing,30,1,4,A,5
50,S,Content Marketing,30,1,4,A,4
51,S,Social Media,30,1,4,A,4
52,S,Brand Management,30,0,5,S,5
53,S,Public Relations,30,0,5,S,5
54,S,Corporate Communications,30,0,5,S,5
55,S,Events Management,30,1,4,A,4
56,S,Market Research,30,0,5,S,5
57,S,Competitive Analysis,30,0,5,S,5
58,S,Customer Intelligence,30,0,5,S,5
59,S,Product Marketing,30,0,5,S,5
60,S,Partner Marketing,30,1,4,A,5
61,S,Growth Marketing,30,0,5,S,5
62,S,Performance Marketing,30,0,5,S,5
63,S,Email Marketing,30,1,4,A,4
64,S,SEO Optimization,30,1,4,A,4
65,S,SEM Management,30,1,4,A,4
66,S,Analytics Engineering,30,0,5,S,5
67,S,Data Engineering,30,0,5,S,5
68,S,Machine Learning,30,0,5,S,5
69,S,AI Development,30,0,5,S,5
70,S,Blockchain Development,30,0,5,S,5
71,S,Cloud Architecture,30,0,5,S,5
72,S,Systems Architecture,30,0,5,S,5
73,S,Network Architecture,30,0,5,S,5
74,S,Security Architecture,30,0,5,S,5
75,S,Information Security,30,0,5,S,5
76,S,Application Security,30,0,5,S,5
77,S,Security Operations,30,0,5,S,5
78,S,Cyber Security,30,0,5,S,5
79,S,Security Engineering,30,0,5,S,5
80,S,Penetration Testing,30,0,5,S,5
81,S,Security Analysis,30,0,5,S,5
82,S,Incident Response,30,0,5,S,5
83,S,Threat Intelligence,30,0,5,S,5
84,S,Risk Assessment,30,0,5,S,5
85,S,Compliance Audit,30,1,4,A,5
86,S,Security Architecture,30,0,5,S,5
87,S,Identity Management,30,1,4,A,5
88,S,Access Management,30,1,4,A,5
89,S,Security Governance,30,0,5,S,5
90,S,Security Training,30,1,4,A,5
91,S,Documentation,30,2,3,B,2
92,S,Technical Writing,30,1,4,A,4
93,S,Knowledge Management,30,1,4,A,5
94,S,Learning Development,30,1,4,S,5
95,S,Training Coordination,30,1,4,A,4
96,S,Organizational Development,30,0,5,S,5
97,S,Talent Management,30,0,5,S,5
98,S,Recruitment,30,1,4,A,5
99,S,Talent Acquisition,30,1,4,A,5
100,S,Employee Relations,30,1,4,A,5
